6299.9,4.2452e-06
6300,2.4205e-06
6300,3.3852e-06
6300.1,6.8069e-06
6300.2,3.6476e-06
6300.2,5.1529e-06
6300.3,3.5835e-06
6300.4,3.5641e-06
6300.4,1.4448e-06
6300.5,5.9662e-06
6300.6,2.3343e-06
6300.6,6.6391e-06
6300.7,5.5746e-06
6300.8,2.1355e-06
6300.8,2.94e-06
6300.9,4.2213e-06
6301,7.1447e-06
6301,6.0212e-06
6301.1,4.4379e-06
6301.2,6.0414e-06
6301.2,6.1551e-06
6301.3,5.959e-06
6301.4,3.1796e-06
6301.4,5.8793e-06
6301.5,7.5404e-06
6301.6,3.0379e-06
6301.6,3.7877e-06
6301.7,4.3912e-06
6301.8,5.6595e-06
6301.8,6.1313e-06
6301.9,2.4856e-06
6301.9,2.9888e-06
6302,3.2672e-06
6302.1,5.9356e-06
6302.1,3.5545e-06
6302.2,3.2479e-06
6302.3,7.1807e-06
6302.3,4.2041e-06
6302.4,5.2329e-06
6302.5,8.4998e-06
6302.5,3.7163e-06
6302.6,7.7843e-06
6302.7,4.9127e-06
6302.7,7.5978e-06
6302.8,1.6726e-06
6302.9,5.2672e-06
6302.9,1.2665e-06
6303,6.0646e-06
6303.1,4.5669e-06
6303.1,2.5271e-06
6303.2,5.9202e-06
6303.3,7.6695e-06
6303.3,4.8485e-06
6303.4,9.8553e-06
6303.5,8.4759e-06
6303.5,1.8875e-06
6303.6,2.2885e-06
6303.7,3.3801e-06
6303.7,2.1257e-06
6303.8,1.3215e-06
6303.9,3.7751e-06
6303.9,4.503e-06
6304,4.8999e-06
6304,3.3862e-06
6304.1,9.3128e-06
6304.2,1.0373e-05
6304.2,8.4432e-06
6304.3,2.0151e-06
6304.4,8.2935e-07
6304.4,5.969e-06
6304.5,2.1732e-06
6304.6,3.0651e-06
6304.6,7.3139e-06
6304.7,7.1483e-06
6304.8,2.8212e-06
6304.8,5.0705e-06
6304.9,3.1337e-06
6305,2.6768e-06
6305,6.9905e-06
6305.1,8.8104e-06
6305.2,9.3153e-06
6305.2,1.1418e-05
6305.3,1.8871e-06
6305.4,4.996e-06
6305.4,2.3592e-06
6305.5,7.2359e-06
6305.6,5.6187e-06
6305.6,6.0401e-06
6305.7,8.6215e-06
6305.8,1.6001e-06
6305.8,2.4003e-06
6305.9,6.316e-06
6306,3.8403e-06
6306,1.2717e-05
6306.1,4.8349e-06
6306.1,3.9328e-06
6306.2,7.8849e-06
6306.3,4.2111e-06
6306.3,7.2152e-06
6306.4,9.9279e-06
6306.5,4.3379e-06
6306.5,3.8089e-06
6306.6,7.3972e-06
6306.7,5.4654e-06
6306.7,4.0675e-06
6306.8,6.3374e-06
6306.9,5.2757e-06
6306.9,2.597e-06
6307,2.8982e-06
6307.1,5.0577e-06
6307.1,7.3856e-06
6307.2,4.2118e-06
6307.3,8.0145e-06
6307.3,3.3782e-06
6307.4,1.1592e-05
6307.5,6.8075e-06
6307.5,6.6862e-06
6307.6,8.0313e-06
6307.7,8.7506e-06
6307.7,9.6781e-06
6307.8,7.0238e-06
6307.9,2.3689e-06
6307.9,7.0746e-06
6308,4.8506e-06
6308.1,4.3512e-06
6308.1,1.8512e-06
6308.2,3.9993e-06
6308.2,9.3256e-06
6308.3,6.0642e-06
6308.4,1.0675e-05
6308.4,7.0754e-06
6308.5,8.0771e-06
6308.6,5.4994e-06
6308.6,6.4919e-06
6308.7,8.2043e-07
6308.8,1.7381e-06
6308.8,3.978e-06
6308.9,3.212e-06
6309,5.0014e-06
6309,1.4984e-06
6309.1,7.5687e-06
6309.2,1.165e-05
6309.2,8.1699e-06
6309.3,3.0977e-06
6309.4,3.3025e-06
6309.4,3.3899e-06
6309.5,4.2577e-06
6309.6,1.7617e-06
6309.6,4.8697e-06
6309.7,6.416e-06
6309.8,1.0294e-05
6309.8,1.8193e-06
6309.9,6.2998e-06
6310,1.2704e-06
6310,3.8366e-06
6310.1,5.562e-06
6310.1,1.2127e-05
6310.2,9.1382e-06
6310.3,2.7307e-06
6310.3,4.0541e-06
6310.4,2.2524e-06
6310.5,3.0955e-06
6310.5,5.3843e-06
6310.6,5.3194e-06
6310.7,4.0342e-06
6310.7,7.5764e-06
6310.8,3.5309e-06
6310.9,6.4068e-06
6310.9,1.71e-06
6311,1.3212e-05
6311.1,6.4088e-06
6311.1,2.6991e-06
6311.2,3.9006e-06
6311.3,4.7936e-06
6311.3,9.4863e-06
6311.4,7.8859e-06
6311.5,3.8608e-06
6311.5,2.5991e-06
6311.6,1.0235e-05
6311.7,9.1417e-06
6311.7,4.5828e-06
6311.8,6.7711e-06
6311.9,2.474e-06
6311.9,6.572e-06
6312,9.4605e-07
6312.1,6.0967e-06
6312.1,7.967e-06
6312.2,5.2593e-06
6312.2,7.4516e-06
6312.3,4.5512e-06
6312.4,1.1667e-05
6312.4,6.9105e-06
6312.5,3.892e-06
6312.6,8.7767e-06
6312.6,1.3578e-05
6312.7,9.6234e-06
6312.8,8.3245e-06
6312.8,3.8005e-06
6312.9,4.223e-06
6313,3.702e-06
6313,4.8697e-06
6313.1,5.5139e-06
6313.2,2.7715e-06
6313.2,8.9995e-06
6313.3,4.8486e-06
6313.4,6.1656e-06
6313.4,5.6008e-06
6313.5,1.288e-05
6313.6,6.9018e-06
6313.6,2.7004e-06
6313.7,1.8205e-06
6313.8,3.2246e-06
6313.8,4.4839e-06
6313.9,3.232e-06
6314,7.5085e-06
6314,2.823e-06
6314.1,8.7158e-06
6314.2,9.8589e-06
6314.2,5.9761e-06
6314.3,7.6246e-06
6314.3,3.8961e-06
6314.4,3.4349e-06
6314.5,2.3201e-06
6314.5,3.7797e-06
6314.6,5.9176e-06
6314.7,6.7583e-06
6314.7,1.0196e-05
6314.8,3.5707e-06
6314.9,1.0561e-05
6314.9,1.3874e-06
6315,5.1991e-06
6315.1,4.5839e-06
6315.1,1.134e-05
6315.2,7.9296e-06
6315.3,8.4061e-06
6315.3,5.8661e-06
6315.4,3.7649e-06
6315.5,6.0302e-06
6315.5,4.0029e-06
6315.6,2.2077e-06
6315.7,2.5532e-06
6315.7,6.9401e-06
6315.8,2.3307e-06
6315.9,5.6742e-06
6315.9,2.1885e-06
6316,1.0303e-05
6316.1,3.9422e-06
6316.1,5.6109e-06
6316.2,3.3742e-06
6316.3,2.0225e-06
6316.3,6.2508e-06
6316.4,2.2138e-06
6316.4,7.7418e-06
6316.5,1.6228e-06
6316.6,5.2357e-06
6316.6,7.4298e-06
6316.7,3.3339e-06
6316.8,7.2246e-06
6316.8,2.4406e-06
6316.9,3.6649e-06
6317,2.7188e-06
6317,1.4251e-06
6317.1,6.2687e-06
6317.2,3.0109e-06
6317.2,4.7183e-06
6317.3,5.1781e-06
6317.4,6.1773e-06
6317.4,3.7851e-06
6317.5,5.5901e-06
6317.6,2.4676e-06
6317.6,1.2266e-05
6317.7,5.2735e-06
6317.8,6.9524e-06
6317.8,2.9554e-06
6317.9,6.8001e-07
6318,1.1316e-06
6318,5.5469e-06
6318.1,1.6411e-06
6318.2,3.5024e-06
6318.2,4.1397e-06
6318.3,1.4462e-06
6318.3,1.0439e-06
6318.4,5.6657e-06
6318.5,9.2687e-06
6318.5,1.0006e-05
6318.6,6.7632e-06
6318.7,1.1347e-06
6318.7,4.3975e-06
6318.8,5.5243e-06
6318.9,1.9187e-06
6318.9,2.1829e-06
6319,3.4094e-06
6319.1,8.4087e-06
6319.1,7.5957e-06
6319.2,4.0994e-06
6319.3,4.3448e-06
6319.3,1.5194e-06
6319.4,4.4236e-06
6319.5,1.3584e-06
6319.5,2.3699e-06
6319.6,5.217e-06
6319.7,3.0926e-06
6319.7,4.5423e-06
6319.8,5.3618e-06
6319.9,6.5572e-06
6319.9,3.9702e-06
6320,4.3055e-06
6320.1,1.6743e-06
6320.1,7.1363e-06
6320.2,2.7735e-06
6320.3,6.4362e-06
6320.3,1.7627e-06
6320.4,3.4074e-06
6320.4,4.0078e-06
6320.5,1.4485e-06
6320.6,2.5034e-06
6320.6,3.8781e-06
6320.7,3.0309e-06
6320.8,2.5185e-06
6320.8,4.0101e-06
6320.9,4.5857e-06
6321,5.3084e-06
6321,9.5748e-07
6321.1,4.788e-06
6321.2,1.0812e-06
6321.2,1.9633e-06
6321.3,2.1805e-06
6321.4,2.1299e-06
6321.4,4.5427e-06
6321.5,3.2045e-06
6321.6,2.463e-06
6321.6,7.3878e-06
6321.7,3.9926e-06
6321.8,6.2855e-06
6321.8,1.94e-06
6321.9,1.4977e-06
6322,4.319e-06
6322,1.9485e-06
6322.1,2.1248e-06
6322.2,3.3234e-06
6322.2,3.6173e-06
6322.3,5.5671e-06
6322.4,3.8403e-06
6322.4,7.1334e-06
6322.5,6.3528e-06
6322.5,6.3811e-06
6322.6,7.1185e-06
6322.7,6.4926e-06
6322.7,7.9903e-06
6322.8,3.1208e-06
6322.9,1.3317e-06
6322.9,2.9337e-06
6323,5.634e-06
6323.1,2.7527e-06
6323.1,4.4224e-06
6323.2,7.2964e-06
6323.3,3.5513e-06
6323.3,4.0007e-06
6323.4,1.0188e-05
6323.5,8.1378e-06
6323.5,8.6373e-06
6323.6,1.217e-05
6323.7,3.9491e-06
6323.7,3.4175e-06
6323.8,2.4834e-06
6323.9,1.1605e-06
6323.9,2.5311e-06
6324,3.8497e-06
6324.1,9.0622e-06
6324.1,1.1471e-05
6324.2,8.6275e-06
6324.3,3.9172e-06
6324.3,3.8962e-06
6324.4,5.6628e-06
6324.5,1.464e-06
6324.5,6.1973e-06
6324.6,8.3551e-06
6324.6,3.3299e-06
6324.7,5.5987e-06
6324.8,8.9705e-06
6324.8,4.0668e-06
6324.9,1.1956e-05
6325,1.056e-05
6325,6.3374e-06
6325.1,9.7887e-06
6325.2,6.9807e-06
6325.2,1.1753e-05
6325.3,3.2185e-06
6325.4,9.8688e-06
6325.4,8.3172e-06
6325.5,7.6596e-06
6325.6,5.1771e-06
6325.6,4.6488e-06
6325.7,8.5257e-06
6325.8,8.2618e-06
6325.8,4.7189e-06
6325.9,1.3446e-05
6326,1.1956e-05
6326,5.9136e-06
6326.1,1.3377e-05
6326.2,4.6159e-06
6326.2,3.2262e-06
6326.3,1.3653e-06
6326.4,1.1368e-05
6326.4,9.3902e-06
6326.5,7.6564e-06
6326.5,5.1023e-06
6326.6,1.1597e-05
6326.7,1.1782e-05
6326.7,9.7902e-06
6326.8,3.2247e-06
6326.9,8.2122e-06
6326.9,7.1077e-06
6327,4.6654e-06
6327.1,5.7736e-06
6327.1,1.0735e-05
6327.2,7.6959e-06
6327.3,1.2959e-05
6327.3,4.8012e-06
6327.4,7.5934e-06
6327.5,4.721e-06
6327.5,7.7981e-06
6327.6,1.2873e-05
6327.7,1.4082e-05
6327.7,1.5603e-05
6327.8,6.5568e-06
6327.9,5.5858e-06
6327.9,7.1474e-06
6328,6.5911e-06
6328.1,2.7062e-06
6328.1,1.0353e-05
6328.2,1.2786e-05
6328.3,3.6944e-06
6328.3,3.9157e-06
6328.4,7.9484e-06
6328.5,3.046e-06
6328.5,8.0486e-06
6328.6,1.9157e-05
6328.6,5.6162e-06
6328.7,1.6884e-06
6328.8,4.6357e-06
6328.8,7.0647e-06
6328.9,2.1016e-06
6329,3.6524e-06
6329,7.3098e-06
6329.1,8.712e-06
6329.2,8.0508e-06
6329.2,1.0787e-06
6329.3,2.1256e-06
6329.4,5.076e-06
6329.4,4.8939e-06
6329.5,4.0073e-06
6329.6,1.0218e-05
6329.6,9.8609e-06
6329.7,8.475e-06
6329.8,9.0686e-06
6329.8,5.1945e-06
6329.9,7.3106e-06
6330,8.9359e-06
6330,9.1717e-06
6330.1,8.6672e-06
6330.2,8.5906e-06
6330.2,6.9063e-06
6330.3,6.9963e-07
6330.4,1.141e-05
6330.4,1.214e-05
6330.5,6.6642e-06
6330.6,6.7152e-06
6330.6,8.756e-06
6330.7,7.8941e-06
6330.7,8.9305e-06
6330.8,8.2757e-06
6330.9,9.5245e-06
6330.9,5.0168e-06
6331,8.3337e-06
6331.1,1.6806e-05
6331.1,9.277e-06
6331.2,9.1487e-06
6331.3,7.3346e-06
6331.3,9.4609e-06
6331.4,1.7488e-05
6331.5,2.1849e-05
6331.5,1.4592e-05
6331.6,1.4287e-05
6331.7,1.7278e-05
6331.7,2.6658e-06
6331.8,5.7596e-06
6331.9,1.4637e-05
6331.9,9.0605e-06
6332,2.1078e-06
6332.1,3.2472e-06
6332.1,1.5868e-06
6332.2,1.7099e-06
6332.3,1.3883e-05
6332.3,3.0312e-06
6332.4,1.0225e-05
6332.5,4.7523e-06
6332.5,3.2553e-06
6332.6,3.8715e-06
6332.7,1.8324e-05
6332.7,9.1938e-06
6332.8,3.0977e-06
6332.8,8.1157e-06
6332.9,1.0215e-05
6333,2.5493e-06
6333,7.9772e-06
6333.1,3.2136e-06
6333.2,3.5395e-06
6333.2,4.5807e-06
6333.3,6.5675e-06
6333.4,6.988e-06
6333.4,4.993e-06
6333.5,6.0881e-06
6333.6,5.9161e-06
6333.6,5.2574e-06
6333.7,8.8921e-06
6333.8,8.9493e-06
6333.8,4.9589e-06
6333.9,8.2992e-06
6334,5.4857e-06
6334,8.9058e-06
6334.1,1.3397e-05
6334.2,1.3457e-05
6334.2,4.093e-06
6334.3,4.9625e-06
6334.4,3.3476e-06
6334.4,3.3816e-06
6334.5,6.4391e-06
6334.6,7.4593e-06
6334.6,4.6353e-06
6334.7,4.1595e-06
6334.8,7.8022e-07
6334.8,2.0383e-06
6334.9,8.6988e-06
6334.9,6.3236e-06
6335,2.8453e-06
6335.1,5.794e-06
6335.1,6.7172e-06
6335.2,7.5518e-06
6335.3,6.9609e-06
6335.3,5.119e-06
6335.4,1.0648e-05
6335.5,9.4894e-06
6335.5,6.1728e-06
6335.6,7.1005e-06
6335.7,3.7608e-06
6335.7,4.7947e-06
6335.8,2.6766e-06
6335.9,6.8205e-06
6335.9,5.221e-06
6336,7.37e-06
6336.1,8.0238e-06
6336.1,2.6028e-06
6336.2,5.2802e-06
6336.3,5.6266e-06
6336.3,4.7464e-06
6336.4,6.2619e-06
6336.5,1.1186e-05
6336.5,8.999e-06
6336.6,7.6923e-06
6336.7,8.3381e-06
6336.7,2.67e-06
6336.8,2.5691e-06
6336.8,3.8154e-06
6336.9,4.8779e-06
6337,8.1603e-06
6337,4.56e-06
6337.1,2.5728e-06
6337.2,3.4908e-06
6337.2,3.3982e-06
6337.3,2.5312e-06
6337.4,8.139e-06
6337.4,2.6118e-06
6337.5,4.4998e-06
6337.6,5.0777e-06
6337.6,9.2499e-06
6337.7,4.5611e-06
6337.8,7.0463e-06
6337.8,6.5042e-06
6337.9,7.2945e-06
6338,3.1013e-06
6338,3.2033e-06
6338.1,2.1996e-06
6338.2,9.2437e-07
6338.2,4.1897e-06
6338.3,4.1596e-06
6338.4,5.2499e-06
6338.4,1.8134e-06
6338.5,2.5793e-06
6338.6,4.911e-06
6338.6,2.9787e-06
6338.7,2.4774e-06
6338.8,7.6509e-06
6338.8,2.0875e-06
6338.9,5.7983e-06
6338.9,4.771e-06
6339,3.5359e-06
6339.1,7.3746e-06
6339.1,1.0368e-05
6339.2,2.9291e-06
6339.3,1.278e-06
6339.3,1.446e-06
6339.4,1.1287e-06
6339.5,3.3768e-06
6339.5,5.5652e-06
6339.6,5.7207e-06
6339.7,4.0263e-06
6339.7,2.3939e-06
6339.8,2.0593e-06
6339.9,3.8833e-06
6339.9,3.5944e-06
6340,4.1388e-06
6340.1,6.9559e-06
6340.1,8.0645e-06
6340.2,2.4625e-06
6340.3,5.9121e-06
6340.3,2.3431e-06
6340.4,5.6042e-06
6340.5,9.6137e-06
6340.5,6.0337e-06
6340.6,4.7385e-06
6340.7,1.9685e-06
6340.7,6.0828e-06
6340.8,3.5216e-06
6340.9,3.0086e-06
6340.9,4.7469e-06
6341,6.2908e-06
6341,5.4992e-06
6341.1,4.1139e-06
6341.2,4.3313e-06
6341.2,8.2795e-06
6341.3,4.3552e-06
